fuente,nombre,marca,categoria,url,ingredientes,condiciones_alimentarias,porcion,porciones_por_envase,energia_kcal,proteinas_g,grasas_totales_g,grasas_saturadas_g,grasas_trans_g,colesterol_mg,carbohidratos_g,azucares_g,sodio_mg,fibra_dietetica_g,tipo_alimento,base_calculo,sello_alto_calorias,sello_alto_azucares,sello_alto_grasas_sat,sello_alto_sodio,total_sellos
Jumbo,Pechuga Pollo Acaram Super Pollo 150 g,Super Pollo,Pechuga de Pavo y Pollo > Fiambres > Quesos y Fiambres,https://www.jumbo.cl/pechuga-pollo-acaram-super-pollo-150g-1858249,"Carne de pollo,  Agua,  Proteína de soya,  Sal,  Dextrosa,  Carragenina,  Tripolifosfato de sodio,  Eritorbato de sodio,  Pirofosfato tetrasódico,  Hexametafosfato de sodio,  Maltodextrina,  Nitrito de sodio,  Pirofosfato tetrapotásico,  Transglutaminasa,  Ascorbato de sodio,  Soya","Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Lámina (15 g),10,100 / 15,14.9 / 2.2,4.4 / 0.7,1.3 / 0.2,0.11 / 0,34.1 / 5.1,0.5 / 0.1,0.5 / 0.1,985 / 147.8,,solido,por_100g,NO,NO,NO,SI,1
Jumbo,Pechuga Pollo Ahum Super Pollo 150 g,Super Pollo,Pechuga de Pavo y Pollo > Fiambres > Quesos y Fiambres,https://www.jumbo.cl/pechuga-pollo-ahum-super-pollo-150g-1858250,"Carne de pollo,  Agua,  Proteína de soya,  Sal,  Dextrosa,  Carragenina,  Tripolifosfato de sodio,  Eritorbato de sodio,  Pirofosfato tetrasódico,  Hexametafosfato de sodio,  Maltodextrina,  Nitrito de sodio,  Pirofosfato tetrapotásico,  Transglutaminasa,  Ascorbato de sodio,  Soya","Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Lámina (15 g),10,100 / 15,14.9 / 2.2,4.4 / 0.7,1.3 / 0.2,0.11 / 0,34.1 / 5.1,0.5 / 0.1,0.5 / 0.1,985 / 147.8,,solido,por_100g,NO,NO,NO,SI,1
Jumbo,Croqueta de Pollo Super Pollo 80 g 1 un.,Super Pollo,"Apanados > Nuggets, Apanados y Embutidos > Lácteos, Huevos y Congelados",https://www.jumbo.cl/croqueta-de-pollo-super-pollo-congelado-bolsa-1-unidad-80-g,"Carne de pollo,  Agua,  Harina de trigo,  Proteína de soya,  Aceite de maravilla,  Maltodextrina,  Sal,  Levadura,  Cloruro de potasio,  Almidón modificado de maíz,  Tripolifosfato de sodio,  Glutamato monosódico,  Cebolla en polvo,  Paprika,  Cúrcuma,  Aromatizante idéntico al natural,  Eritorbato de sodio,  Saborizante natural,  Ajo deshidratado,  Pimienta negra,  Bht,  Soya,  Gluten","Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",1 Unidad (80 g),1,216 / 172.8,12 / 9.6,11.7 / 9.4,2.15 / 1.7,0.01 / 0,19.8 / 15.8,15.8 / 12.6,1.4 / 1.1,389 / 311.2,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Pascualina Pollo Choclo,Cuisine & Co,Pascualinas y Quiches > Comidas Preparadas > Experiencias Jumbo > Marcas Exclusivas > Cuisine & Co,https://www.jumbo.cl/pascualina-pollo-choclo-jumbo-v3,"Harina,  Agua,  Aceite de soya interesterificado,  Aceite de algodón interesterificado,  Sal,  Lecitina de soya,  Sorbato de potasio,  Propionato de calcio,  ácido cítrico,  Carne de pollo,  Agua,  Proteína de soya,  Fibra vegetal,  Maltodextrina,  Fosfato,  Polifosfato,  Carragenina,  Acetato de sodio,  Saborizante natural,  Citrato de sodio,  Diacetato de sodio,  Cloruro de potasio,  Leche,  Harina,  Mantequilla,  Sal,  Nuez moscada,  Pimienta,  Choclo (9%),  Cebollín,  Leche pasteurizada parcialmente descremada,  Cultivo de bacterias lácticas,  Cuajo,  Cloruro de calcio,  Cloruro de sodio,  Leche pasteurizada parcialmente descremada,  Proteína de leche,  Sal,  Cloruro de calcio,  Nitrato de sodio,  Cuajo,  Cultivos lácticos,  Colorante natural annato,  Pimentón,  Agua,  Sal,  ácido cítrico,  Cloruro de calcio,  Huevo,  Sal,  Gluten (trigo),  Soya",Libre de Maní,1 Trozo (123 g),4,219 / 269.4,8.9 / 10.9,8.9 / 10.9,4.9 / 6,0.3 / 0.4,18 / 22.1,25 / 30.8,1.9 / 2.3,467 / 574.4,,solido,por_100g,NO,NO,SI,SI,2
Jumbo,Pollo Entero Fresco,Super Pollo,Pollo Entero > Pollo > Carnes y Pescados,https://www.jumbo.cl/pollo-entero-fresc-2057878-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Tiritas de Pollo Congeladas Sabor Pizza Super Pollo 500 g,Super Pollo,Filetes y Pechugas de Pollo > Pollo > Carnes y Pescados,https://www.jumbo.cl/tiritas-pollo-pizz-2062329,"Carne de pollo marinada,  Agua,  Maltodextrina,  Azúcar,  Diacetato de sodio,  Manteca de coco,  Proteína de arveja,  Saborizantes idénticos a natural,  Extracto de levadura,  Tripolifosfato de sodio,  Orégano,  Dióxido de silicio amorfo,  Goma guar,  Oleorresina de pimentón,  Oleorresina de orégano,  Sal,  Goma xantán,  ácido cítrico","Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Trozo (80 g),6,106 / 84.8,19.2 / 15.4,2.5 / 2,0.7 / 0.6,0.1 / 0.1,48 / 38.4,1.7 / 1.4,1.5 / 1.2,300 / 240,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Tiritas de Pollo Congeladas Choclo y Mantequilla Super Pollo 500 g,Super Pollo,Filetes y Pechugas de Pollo > Pollo > Carnes y Pescados,https://www.jumbo.cl/tiritas-pollo-choc-2063856,"Carne de pollo,  Agua,  Maltodextrina,  Azúcar,  Sal,  Dióxido de silicio amorfo,  Manteca de coco,  Proteína de arveja,  Curcumina,  Saborizantes artificiales,  Tripolifosfato de sodio,  Goma guar,  Cebolla,  Ajo,  Goma xantán","Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Trozo (80 g),6,106 / 84.8,19.2 / 15.4,2.5 / 2,0.7 / 0.6,0.1 / 0.1,48 / 38.4,1.7 / 1.4,1.5 / 1.2,238 / 190.4,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Pollo Entero Sin Marinar kg,Canto del Gallo,Pollo Entero > Pollo > Carnes y Pescados,https://www.jumbo.cl/pollo-entero-sin-marinar-canto-del-gallo-granel,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Pollo Deshuesado Ahumado Midlegs Ariztía 750 g,Ariztía,Alitas y Trutros de Pollo > Pollo > Carnes y Pescados,https://www.jumbo.cl/pollo-deshues-ahum-2039160,"Trutro corto de pollo deshuesado marinado,  Agua,  Maltodextrina,  Sal,  Glutamato monosódico,  Saborizante natural,  Pimentón,  Ajo,  Ají,  Pimienta negra,  Cloruro de potasio,  Fibra vegetal,  Inosinato de sodio,  Guanilato de sodio,  Dióxido de silicio,  Orégano,  Goma xantán,  Oleorresina de pimentón,  Aceite de maravilla,  Tripolifosfato de sodio,  Difosfato tetrapotásico,  Goma guar,  Fibra cítrica,  Metil p-hidroxibenzoato,  Propil p-hidroxibenzoato","Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten",1 Trozo (80 g),9,148 / 118.4,13.2 / 10.6,10 / 8,2.94 / 2.4,0 / 0,88 / 70.4,1.3 / 1,0.5 / 0.4,346 / 276.8,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Pollo Ganso Premium Cerro Azul Al Vacío kg,Cerro Azul,Carnes Premium > Vacuno > Carnes y Pescados > Carnes para Cacerola,https://www.jumbo.cl/pollo-ganso-cerroazul-nac-v-prem-kg-1895123-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Pollo Tuto Deshuesado Congelado 750 g,Super Pollo,Trutros y Pechugas a Granel > Pollo > Carnes y Pescados,https://www.jumbo.cl/trutros-deshuesado-2057880,"Carne de pollo,  Agua,  Tripolifosfato de sodio,  Sal,  Goma xantán, Carne de pollo,  Agua,  Tripolifosfato de sodio,  Sal,  Goma xantán","Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Apto para APLV, Libre de Mariscos, Libre de Lactosa, Libre de Maní, Libre de Huevo, Libre de Frutos Secos, Libre de Peces, Libre de Nueces, Libre de Mariscos, Libre de Sulfitos, Libre de Maní, Libre de Trigo, Libre de Frutos Secos, Libre de Gluten, Libre de Nueces, Libre de Soya, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Libre de Soya","1 Trozo (80 g), 1 Trozo (80 g)","9, 9","98 / 78.4, 98 / 78.4","12.8 / 10.2, 12.8 / 10.2","5 / 4, 5 / 4","1.3 / 1, 1.3 / 1","0.1 / 0.1, 0.1 / 0.1","39 / 31.2, 39 / 31.2","0.5 / 0.4, 0.5 / 0.4","0.5 / 0.4, 0.5 / 0.4","176 / 140.8, 176 / 140.8",,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Pollo Ganso Al Vacío kg,Carnicería Propia,Carnes de Uso Diario > Vacuno > Carnes y Pescados > Carnes para Cacerola,https://www.jumbo.cl/pollo-ganso-cat-v,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Pollo Barriga Al Vacío kg,Carnicería Propia,Carnes de Uso Diario > Vacuno > Carnes y Pescados > Carnes para Parrilla,https://www.jumbo.cl/pollo-barriga-nacional-v-jumbo-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Pechuga de Pollo Entera kg,Granel,Filetes y Pechugas de Pollo > Pollo > Carnes y Pescados > Trutros y Pechugas a Granel,https://www.jumbo.cl/pechuga-de-pollo-entera-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Pechuga de Pollo Entera kg,Super Pollo,Filetes y Pechugas de Pollo > Pollo > Carnes y Pescados,https://www.jumbo.cl/pechuga-entera-super-pollo,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Trutro Corto de Pollo kg,Canto del Gallo,Alitas y Trutros de Pollo > Pollo > Carnes y Pescados,https://www.jumbo.cl/trutro-corto-de-pollo-canto-del-gallo-granel,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Filetillo de Pollo 480 g,Ariztía,Filetes y Pechugas de Pollo > Pollo > Carnes y Pescados,https://www.jumbo.cl/filetillo-de-pollo-480-g-1667234,Filetillos de pollo,"Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Libre de Soya",1 Trozo (80 g),6,101 / 80.8,23 / 18.4,1 / 0.8,,,,0 / 0,0 / 0,80 / 64,,solido,por_100g,NO,NO,sin_datos,NO,0
Jumbo,Pechuga de Pollo Cocida kg,Super Pollo,Pechuga de Pavo y Pollo > Fiambres > Quesos y Fiambres,https://www.jumbo.cl/pechuga-de-pollo-coc-super-pollo-granel-1939657-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Pollo Deshuesado Ariztía MidLegs Original 750 g,Ariztía,Alitas y Trutros de Pollo > Pollo > Carnes y Pescados,https://www.jumbo.cl/pollo-deshues-orig-2039159,"Trutro corto de pollo deshuesado marinado,  Agua,  Tripolifosfato de sodio,  Difosfato tetrapotásico,  Goma xantán,  Goma guar,  Fibra cítrica","Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten",1 Trozo (80 g),9,183 / 146.4,11.8 / 9.4,15.1 / 12.1,4.91 / 3.9,0 / 0,92 / 73.6,0 / 0,0 / 0,172 / 137.6,,solido,por_100g,NO,NO,SI,NO,1
Jumbo,Pollo Arvejado con Puré,De la casa,Proteínas y Acompañamientos > Comidas Preparadas > Experiencias Jumbo,https://www.jumbo.cl/pollo-arvejado-con-pure,"Carne de pollo,  Arvejas,  Agua,  Cebolla,  Zanahoria,  Aceite de soya,  Aceite de maravilla,  ácido cítrico,  Dimetilpolisiloxano,  Almidón de maíz,  Polifosfatos de sodio,  Polifosfatos de potasio,  Sal,  Citrato de sodio,  Fibra vegetal,  Péptidos de origen animal,  Carragenina,  Agua,  Saborizante natural,  Colorante caramelo,  Sal,  Vino blanco,  Grasa de palma,  Potenciador del sabor glutamato monosódico,  Sal,  Lactosa,  Aroma artificial,  Agua,  Almidón de maíz modificado,  Colorante caramelo de sulfito amónico tipo iii,  Azúcar,  Cebolla en polvo,  Ajo polvo,  Jarabe de glucosa,  Acidulante ácido cítrico,  Acidulante ácido láctico,  Acidulante lactato de calcio,  Pimienta,  Pimentón,  Extracto de romero,  Cloruro de sodio,  Harina de trigo,  Glutamato monosódico,  Azúcar,  Manteca vegetal de palma,  Maltodextrina,  Fosfato tricálcico,  Saborizante artificial de pollo,  Perejil deshidratado,  Saborizante natural pimienta negra,  Saborizante natural cebolla,  Color caramelo,  Dióxido de silicio amorfo,  Colorante tartrazina,  Cúrcuma,  Saborizante natural comino,  Antioxidante bha,  Antioxidante bht,  Ajo en polvo,  Pimentón,  Orégano,  Ajo,  Comino,  Laurel,  Cloruro de sodio,  Sorbato de potasio,  Benzoato de sodio,  Pimienta negra,  Agua,  Papa,  Papas frescas,  ácidos grasos mono y diglicérido,  Pirofosfato de sodio,  Palmitato de ascorbilo,  Metabisulfito de sodio,  Curcumina,  ácido cítrico,  Aceite de soya,  Aceite maravilla,  ácido cítrico,  Dimetilpolisiloxano,  Leche entera,  Leche descremada,  Fosfato tricálcico,  Crema de leche natural,  Sal,  Sal,  Sorbato de potasio,  Benzoato de sodio,  Gluten,  Leche,  Sulfitos",,1 Bandeja (350 g),1,79.3 / 277.6,6.23 / 21.8,2.67 / 9.3,0.62 / 2.2,0.01 / 0,1.32 / 4.6,7.15 / 25,0.73 / 2.6,305 / 1067.5,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Pollo Apanado PF 100 g,PF,"Apanados > Nuggets, Apanados y Embutidos > Lácteos, Huevos y Congelados",https://www.jumbo.cl/apanado-pollo-pf-100g,"Carne de pollo,  Agua,  Harina de trigo (gluten),  Proteína de soya,  Aceite de maravilla,  Almidón modificado,  Aceite de soya,  Sal,  Dióxido de titanio,  Cebolla,  Ajo,  Maltodextrina,  Azúcar,  Eritorbato de sodio,  Levadura,  Glutamato monosódico,  Albúmina (huevo),  Pimienta negra,  Pimienta blanca,  Bicarbonato de sodio,  Citrato de sodio,  Difosfato disódico,  Saborizante natural,  Fosfato monocálcico,  Goma guar,  Goma de celulosa,  Polifosfato de sodio,  Polifosfato de potasio,  Bht","Libre de Lactosa, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",1 Unidad (100 g),1,237 / 237,12.2 / 12.2,14.4 / 14.4,2.6 / 2.6,0.1 / 0.1,27 / 27,14.7 / 14.7,0.5 / 0.5,703 / 703,,solido,por_100g,NO,NO,NO,SI,1
Jumbo,Pollo Barriga Premium A Punto Al Vacío kg,A Punto,Carnes Premium > Vacuno > Carnes y Pescados > Carnes para Parrilla,https://www.jumbo.cl/pollo-barriga-apunto-premium-kg-2,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Pechuga de Pollo Deshuesada Sin Piel Al Natural Super Pollo 780 g,Super Pollo,Filetes y Pechugas de Pollo > Pollo > Carnes y Pescados,https://www.jumbo.cl/pechuga-de-pollo-deshuesada-sin-piel-al-natural-super-pollo-780-g,Carne de pollo sin piel sin marinar,"Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Soya",1 Trozo (80 g),9,106 / 84.8,22.2 / 17.8,1.8 / 1.4,0.7 / 0.6,0 / 0,50 / 40,0.2 / 0.2,0.1 / 0.1,53 / 42.4,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Pollo Asado Deli Extra kg,Jumbo,Proteínas y Acompañamientos > Comidas Preparadas > Experiencias Jumbo,https://www.jumbo.cl/pollo-asado,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Pollo Entero Asado Refrigerado 1 un.,Jumbo,Proteínas y Acompañamientos > Comidas Preparadas > Experiencias Jumbo,https://www.jumbo.cl/pollo-entero-asado-refrigerado-un-2025697,"Carne de pollo marinado,  Agua,  Sal,  Tripolifosfato de sodio,  Hexametafosfato de sodio,  Cloruro de potasio,  Maltodextrina,  Proteína animal,  Goma xanthan,  Goma guar,  Carboximetil celulosa sódica (cmc),  Diacetato de sodio,  ácido láctico,  ácido cítrico,  ácido ascórbico,  Ajo,  Sal,  Orégano,  Ajo,  Pimienta,  Comino,  Color caramelo i","Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",Un Trozo Regular (120 g),8,200 / 240,15.5 / 18.6,15 / 18,4 / 4.8,0.2 / 0.2,57 / 68.4,1.3 / 1.6,0.3 / 0.4,796 / 955.2,,solido,por_100g,NO,NO,SI,SI,2
Jumbo,Pollo Tuto Deshuesado Sabor Orégano 750 g,Super Pollo,Trutros y Pechugas a Granel > Pollo > Carnes y Pescados,https://www.jumbo.cl/trutro-pollo-desh-2057879,"Carne de pollo marinada,  Agua,  Sal,  Maltodextrina,  Tripolifosfato de sodio,  Orégano,  Cebolla,  Pimentón,  Inosinato de sodio,  Guanilato de sodio,  ácido cítrico,  Acetato de potasio,  Saborizantes naturales,  Goma xantán,  Dióxido de silicio amorfo,  Saborizantes idénticos a natural,  Diacetato de potasio,  Diacetato de sodio","Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Trozo (80 g),9,162 / 129.6,15.3 / 12.2,10.9 / 8.7,3 / 2.4,0 / 0,52 / 41.6,0.6 / 0.5,0.5 / 0.4,340 / 272,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Pollo Entero Ariztía kg,Ariztía,Pollo Entero > Pollo > Carnes y Pescados,https://www.jumbo.cl/pollo-entero-ariztia,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Pollo Ganso Premium Natural Al Vacío kg,Natural,Carnes Premium > Vacuno > Carnes y Pescados > Carnes para Cacerola,https://www.jumbo.cl/pollo-ganso-carne-natural-osorno-cat-v-granel,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Filetitos de Pollo 830 g,Super Pollo,Filetes y Pechugas de Pollo > Pollo > Carnes y Pescados,https://www.jumbo.cl/filetito-de-pollo-super-pollo-830-g,"Carne de pollo marinada,  Agua,  Tripolifosfato de sodio,  Acetato de potasio,  Sal,  Goma xantan,  Diacetato de potasio","Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Libre de Soya",1 Trozo (80 g),10,96 / 76.8,19.6 / 15.7,1.7 / 1.4,,,,0.5 / 0.4,0.2 / 0.2,141 / 112.8,,solido,por_100g,NO,NO,sin_datos,NO,0
Jumbo,Gohan Pollo 380 g,Jumbo,Entradas y Ensaladas > Comidas Preparadas > Experiencias Jumbo,https://www.jumbo.cl/gohan-pollo-380g-un-1838070,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Trutro Entero de Pollo kg,Granel,Alitas y Trutros de Pollo > Pollo > Carnes y Pescados > Trutros y Pechugas a Granel,https://www.jumbo.cl/trutro-entero-de-pollo-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Pana de Pollo 600 g,Super Pollo,Menudencias de Pollo y Otros > Pollo > Carnes y Pescados,https://www.jumbo.cl/pana-pollo-super-pet-600-gr,Hígado de pollo,"Libre de Soya, Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Libre de Soya",1 Trozo (80 g),7,"102 / 81.6, 102 / 81.6","15.5 / 12.4, 15.5 / 12.4","4 / 3.2, 4 / 3.2",1.9 / 1.5,0 / 0,205 / 164,1 / 0.8,0.3 / 0.2,111 / 88.8,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Trutos de Pollo Asado kg,Cuisine & Co,Proteínas y Acompañamientos > Comidas Preparadas > Experiencias Jumbo > Marcas Exclusivas > Cuisine & Co,https://www.jumbo.cl/pollo-asado-trozado-kg-2047615-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Filete de Pollo Natural 700 g,Super Pollo,Filetes y Pechugas de Pollo > Pollo > Carnes y Pescados,https://www.jumbo.cl/filete-de-pollo-natural-700-g,Carne de pollo sin marinar,"Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Libre de Soya",1 Trozo (80 g),9,96 / 76.8,21.7 / 17.4,0.7 / 0.6,0.3 / 0.2,0 / 0,58 / 46.4,0.6 / 0.5,0 / 0,67 / 53.6,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Filete de Pollo Asado 800 g,Cuisine & Co,Filetes y Pechugas de Pollo > Pollo > Carnes y Pescados > Experiencias Jumbo > Marcas Exclusivas > Cuisine & Co,https://www.jumbo.cl/filete-de-pollo-asado-jumbo-ready-800-g-2,"Carne de pechuga de pollo,  Agua,  Almidón de mandioca,  Dextrosa,  Sal,  Polifosfato de sodio","Apto para APLV, Libre de Lactosa, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",1 Trozo (80 g),10,118 / 94.4,23 / 18.4,1.4 / 1.1,0.5 / 0.4,0 / 0,87.2 / 69.8,3.3 / 2.6,1.3 / 1,397 / 317.6,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Pack Crocantes de Pollo 400 g,Super Pollo,"Apanados > Nuggets, Apanados y Embutidos > Lácteos, Huevos y Congelados",https://www.jumbo.cl/pack-crocantes400g-2040600,"Carne de pollo,  Agua,  Harina de trigo,  Proteína de soya,  Aceite de maravilla,  Maltodextrina,  Aceite de soya,  Sal,  Levadura,  Almidón modificado de maíz,  Cúrcuma,  Tripolifosfato de sodio,  Glutamato monosódico,  Cebolla en polvo,  Aromatizante idéntico al natural,  Eritorbato de sodio,  Saborizante natural,  Ajo deshidratado,  Pimienta negra,  Bht,  Soya,  Gluten","Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",1 Unidad (100 g),4,"226 / 226, 226 / 226","11.4 / 11.4, 11.4 / 11.4","13.5 / 13.5, 13.5 / 13.5","2.42 / 2.4, 2.42 / 2.4","0.1 / 0.1, 0.1 / 0.1",22.5 / 22.5,14.7 / 14.7,2.1 / 2.1,277 / 277,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Cubitos de Pollo Congelados 500 g,Super Pollo,Filetes y Pechugas de Pollo > Pollo > Carnes y Pescados,https://www.jumbo.cl/cubos-po-iqf-500gr,"Carne de pollo marinado,  Agua,  Trifosfatos,  Polifosfatos,  Difosfato,  Sal,  Fibra de bambú,  Citrato de sodio,  Saborizantes naturales,  Saborizantes idénticos a natural,  Saborizantes artificiales,  Goma xantán,  Maltodextrina,  5 ribonucleótido de sodio,  Dióxido de silicio amorfo","Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Trozo (80 g),6,97 / 77.6,18.9 / 15.1,2.2 / 1.8,0.7 / 0.6,0 / 0,68 / 54.4,0.5 / 0.4,0.4 / 0.3,281 / 224.8,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Trutro Combinado Don Pollo kg,Don Pollo,Alitas y Trutros de Pollo > Pollo > Carnes y Pescados,https://www.jumbo.cl/trutro-combinado-de-pollo-don-pollo-granel,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Ramen Pollo Nissin 85 g,Nissin,"Comida Instantánea > Sopas, Cremas e Instantáneos > Despensa",https://www.jumbo.cl/ramen-pollo-nissin-85-gr-1956910,"Harina de trigo fortificada,  Grasa vegetal,  Sal,  Regulador de acidez carbonato de potasio (acreg ins 501i),  Regulador de acidez carbonato de sodio (acreg ins 500i),  Estabilizante tripolifosfato de sodio (est ins 451i),  Estabilizante pirofosfato tetrasódico (est ins 450iii),  Estabilizante fosfato de sodio monobásico (est ins 339i),  Colorante sintético idéntico al natural beta-caroteno (col ins 160a),  Resaltador de sabor glutamato monosódico (exa ins 621),  Resaltador de sabor inosinato disódico (exa ins 631),  Resaltador de sabor guanilato disódico (exa ins 627),  Aromatizante,  Acidulante ácido cítrico (aci ins 330),  Colorante caramelo iv (col ins 150d),  Colorante urucum (col ins 160b),  Antihumectante dióxido de silicio (anah ins 551),  Perejil en trozos,  Nuez moscada en polvo,  Apio en polvo,  Antihumectante dióxido de silicio (anah ins 551),  Derivados de trigo,  Cebada,  Soya,  Gluten","Libre de Lactosa, Libre de Maní, Libre de Frutos Secos, Libre de Nueces",1 Paquete (85 g),1,80 / 68,1.7 / 1.4,3.2 / 2.7,1.4 / 1.2,0 / 0,,11 / 9.4,0 / 0,293 / 249.1,,solido,por_100g,NO,NO,NO,NO,0
